SKILL_20150317_000001	Angriff
SKILL_20150323_003085	Resist Elements
SKILL_20150323_003086	Critical rate is higher when attacking from behind.
SKILL_20150323_003087	Periodic decrease of SP and damage
SKILL_20150323_003088	Removes harmful effects
SKILL_20150323_003089	Periodically decreases your SP
SKILL_20150323_003090	Throw right-hand weapon
SKILL_20150323_003091	Decreased evasion rate
SKILL_20150323_003092	Increased evasion rate
SKILL_20150323_003093	Equip virtual weapon
SKILL_20150323_003094	Repair Rüstung
SKILL_20150323_003095	Your companion growls fearfully. Nearnach monsters may fall under Fear.
SKILL_20150323_003096	Elementalist: Resistance
SKILL_20150323_003097	Carve World Tree: Pull
SKILL_20150323_003098	Pull enemies within range of [Carve World Tree]
SKILL_20150323_003099	Resist Elements: Resistance
SKILL_20150323_003100	Increases the Fire, Ice and Lightning properties while decreasing the Poison and Earth properties when using [Resist Elements] nach 5 per attribute level respectively. 
SKILL_20150323_003101	Enhanced the damage of [Meteor] to Elementalist's 2. Rang standards.
SKILL_20150323_003102	Enhanced the damage of [Meteor] to Elementalist's 3. Rang standards.
SKILL_20150323_003103	Enhanced the damage of [Prominence] to Elementalist's 2. Rang standards.
SKILL_20150323_003104	Enhanced the damage of [Prominence] to Elementalist's 3. Rang standards.
SKILL_20150323_003105	Enhanced the damage of [Hail] to Elementalist's 2. Rang standards.
SKILL_20150323_003106	Enhanced the damage of [Hail] to Elementalist's 3. Rang standards.
SKILL_20150323_003107	Enhanced the damage of [Electrocute] to Elementalist's 2. Rang standards.
SKILL_20150323_003108	Enhanced the damage of [Electrocute] to Elementalist's 3. Rang standards.
SKILL_20150323_003109	Swell Left Arm: Verbessern
SKILL_20150323_003110	Increases the Schaden of [Swell left Arm] Increase pro{nl}Fähigkeits-Level.
SKILL_20150323_003111	Swell Left Arm: Verbessern 2
SKILL_20150323_003112	Enhanced the increased attack effect of [Swell Left Arm] to Thaumaturge's 2. Rang standards.
SKILL_20150323_003113	Swell Left Arm: Verbessern 3
SKILL_20150323_003114	Enhanced the increased attack effect of [Swell Left Arm] to Thaumaturge's 3. Rang standards.
SKILL_20150323_003115	Thrust: Bleeding
SKILL_20150323_003116	Use [Thrust] on stunned enemies for additional Bleed effect.
SKILL_20150323_003117	Cross Guard: Debuff
SKILL_20150323_003118	Enemies blocked nach [Cross Guard] temporarily become vulnerable to stab attacks.
SKILL_20150323_003119	Fire Property: Explosion
SKILL_20150323_003120	Using Fire property attacks to finish enemies will cause an explosion and splash damage.
SKILL_20150323_003121	Ice Property: Slow
SKILL_20150323_003122	Using Ice Property attacks to finish enemies will slow down nearnach enemies.
SKILL_20150323_003123	Deprotected Zone: Schwert Attack
SKILL_20150323_003124	Using sword attacks on enemies with [Depreotected Zone] decreases defense.
SKILL_20150401_003125	[Woodfung] Physical, Schlag, Non-Attribute Schaden
SKILL_20150401_003126	[Velleg] Physical, Schlag, Dark Property Attack
SKILL_20150401_003127	Right-handed Pistol (Pistol Only)
SKILL_20150401_003128	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use sword handle to smack enemy.{nl}Attack stunned enemies for additional damage. Schaden ignore bonus applies to small and medium sized monsters.
SKILL_20150401_003129	Angriff: #{SkillAtkAdd}#{nl}Ingnore small, medium target defense: #{CaptionRatio}#{nl}Splash: #{SkillSR}#
SKILL_20150401_003130	{#DD5500}{ol}[Physisch] - [Hieb]{/}{/}{nl}Perform a side slash on enemies.{nl}Enemies afflicted with [Bleeding] take additional damage.
SKILL_20150401_003131	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Throw shield to attack. Shield falls on the ground and must be picked up to reuse.
SKILL_20150401_003132	Change to stance using Shield. Block and Critiacal resistance increase but basic attack decreases.
SKILL_20150401_003133	Block: +#{CaptionRatio}#{nl}Critical Resistance: +#{CaptionRatio2}#{nl}Angriff: -#{CaptionTime}#%
SKILL_20150401_003134	{#DD5500}{ol}[Physisch] - [Schlag] - [Hieb]{/}{/}{nl}Use the edge of your shield to attack and slash enemies.
SKILL_20150401_003135	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use the back of a knife to strike and push away enemies. The enemy becomes afflicted with Rüstung Break (Permanent on monsters)
SKILL_20150401_003136	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Pierces enemies.{nl}A continuous attack bonus is applied depending on the enemy's size.
SKILL_20150401_003137	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Inflict damage on enemies nach throwing your spear. The thrown spear on the ground can be re-used nach picking it up.
SKILL_20150401_003138	Slithering
SKILL_20150401_003139	Angriff: #{SkillAtkAdd}#{nl}Splash: #{SkillSR}#{nl}Able to use while riding
SKILL_20150401_003140	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Gather force and smash the ground with your weapon to attack the target.
SKILL_20150401_003141	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Charge forward to push away enemies.
SKILL_20150401_003142	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Gather force to stab enemies.
SKILL_20150401_003143	{#DD5500}{ol}[Physisch] - [Hieb]{/}{/}{nl}Swing your spear overhead to continuously attack enemies in front of you.
SKILL_20150401_003144	Angriff: #{SkillAtkAdd}#{nl}Maximum Dauer: 10 Sekunden{nl}Splash: #{SkillSR}#{nl}Able to use while riding
SKILL_20150401_003145	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Tie enemy with rope and drag it.{nl}Enemy received damage every time it is pulled and falls under Bleed state when released.
SKILL_20150401_003146	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Release a powerful stab into an enemy, then kick it away with your foot.
SKILL_20150401_003147	Attack using stab continuously.
SKILL_20150401_003148	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Make solid landing when jumping or on air to damage enemies.
SKILL_20150401_003149	Weapon Maintenance
SKILL_20150401_003150	Open shop for repairing weapons. ATK is added when repaired.
SKILL_20150401_003151	Increases attack equal to [Skill Level]×[Number of Weapon Stars]{nl}Attack Count: #{CaptionRatio2}#{nl}Dauer: 4 hour
SKILL_20150401_003152	Rüstung Maintenance
SKILL_20150401_003153	Open shop for repairing armors. Only top, pants, and shield can be repaired. Physical defense is added when repaired.
SKILL_20150401_003154	Physische Verteidigung: +#{CaptionRatio}#{nl}Number of Shots: #{CaptionRatio2}#{nl}Dauer: 4 hours
SKILL_20150401_003155	Open shop to repair equipments. Gegenstand can be repaired beyond max. durability.
SKILL_20150401_003156	Repairs over #{CaptionRatio}# durability
SKILL_20150401_003157	You're holding the enemy tied on rope. You can also hold the boss monsters.
SKILL_20150401_003158	Max. duration 10 Sekunden
SKILL_20150401_003159	Base Camp
SKILL_20150401_003160	Set up a base camp in a field. Party members can use the base camp for personal storage and can freely warp to it.
SKILL_20150401_003161	Duration #{CaptionRatio}# hours
SKILL_20150401_003162	Set up a refreshment table where you can share food with party members. It can be set up nearnach a base camp and it will disbanded when the base camp is disbanded.
SKILL_20150401_003163	Increases the food effectivenes nach skill level
SKILL_20150401_003164	Stick flag that boosts the combat abilities of the pirates on the ground. Kill enemies continuously for fever combo.
SKILL_20150401_003165	Flag Dauer: 30 Sekunden
SKILL_20150401_003166	Capture enemies with a hook.
SKILL_20150401_003167	Capture Time: 5 Sekunden
SKILL_20150401_003168	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use Iron Hook to drag enemy. Enemy receives damage every time it is pulled.
SKILL_20150401_003169	Attack #{SkillFactor}#% + #{SkillAtkAdd}#{nl}#{CaptionRatio}# continuous hits
SKILL_20150401_003170	Can open locked treasure chest.
SKILL_20150401_003171	Able to open treasure chests below Lv #{CaptionRatio}#
SKILL_20150401_003172	Temporarily connects your basic attacks and dagger attacks.
SKILL_20150401_003173	Able to use the dagger without delay from the basic attack
SKILL_20150401_003174	Make formation to recruit troops.
SKILL_20150401_003175	Troops capacity #{CaptionRatio}#
SKILL_20150401_003176	Change to Phalanx formation. All blocks of troops are concentrated to the front three troops.
SKILL_20150401_003177	Block increases for troop in front{nl}Rest of troops : 0 block
SKILL_20150401_003178	Change to Tersio formation. Defense of troops in the front row increase and call enemy's attention.
SKILL_20150401_003179	Defense + #{CaptionRatio}#
SKILL_20150401_003180	Change to Winged formation. Defense of enemies in front is decreased.
SKILL_20150401_003181	Defense - #{CaptionRatio}#%
SKILL_20150401_003182	Change to Wedge formation. Attack of the troop in front applies as continuos attack.
SKILL_20150401_003183	#{CaptionRatio}# Continuous hits
SKILL_20150401_003184	Change to Schiltron formation. All troops hold their weapons up high and enemies are blown away.
SKILL_20150401_003185	Enemy approaching is pushed far back
SKILL_20150401_003186	Change to Testudo formation. All troops move in a defense stance with their shields up front.
SKILL_20150401_003187	Attack - #{CaptionRatio}#%{nl}Defense increase as much as increased attack
SKILL_20150401_003188	Change direction of formation
SKILL_20150401_003189	The direction you face become front
SKILL_20150401_003190	When taking damage, your attack speed and attack are increased, but your defense is decreased.
SKILL_20150401_003191	Attack + #{CaptionRatio}#% {nl}Defense - #{CaptionRatio}#%{nl}Max. repeat #{CaptionRatio2}# times{nl}Duration #{CaptionTime}# Sekunden
SKILL_20150401_003192	Temporarily grants a high resistance to being affected nach knock back, knock down or staggered.
SKILL_20150401_003193	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use back of sword to smack down enemy.
SKILL_20150401_003194	Kill the enemy within set attack counts for additional EXP and rewards. But damage and Incapable of combate penalty also increases while the effects last.
SKILL_20150401_003195	Attack Limit: #{CaptionRatio}#{nl}2x EXP & Drop Rate
SKILL_20150401_003196	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Deeply pierce a collapsed enemy.
SKILL_20150401_003197	{#DD5500}{ol}[Physisch] - [Hieb]{/}{/}{nl}Quickly rotate to damage nearnach enemies.
SKILL_20150401_003198	Grow target's right hand and increase defense.
SKILL_20150401_003199	Physische Verteidigung: +#{CaptionRatio}#{nl}Magic Defense: +#{CaptionRatio}#{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003200	Grow target's head and increase INT.
SKILL_20150401_003201	INT: +#{CaptionRatio}#{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003202	Let it rain in a targeted area. The rain provides various effects.
SKILL_20150401_003203	Summon demon of Grimore
SKILL_20150401_003204	Summon demon type boss {nl}registered to Grimore
SKILL_20150401_003205	Order devils to move and attack.
SKILL_20150401_003206	Requires Summoned Devil{nl}Maximum Level: 1
SKILL_20150401_003207	Rutee on top of Grimore Demon.
SKILL_20150401_003208	Enables you to use a Devil's skill
SKILL_20150401_003209	Mutate Grimore Demon to the demon registered as sub.
SKILL_20150401_003210	Transform to another Devil-type boss that is added to the Grimoire
SKILL_20150401_003211	Order devils to stand nach.
SKILL_20150401_003212	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Summons Familiar spirits that approaches enemy and explode.
SKILL_20150401_003213	Attack #{SkillAtkAdd}#{nl}Summon #{CaptionRatio}# Familiar Spirits
SKILL_20150401_003214	Summon Salamion
SKILL_20150401_003215	Summon Salamion. Salamion attacks enemies it sees.
SKILL_20150401_003216	Salamion attack 100{nl}Salamion HP 1000
SKILL_20150401_003217	Increases the target's attack speed.
SKILL_20150401_003218	Attack Speed: +#{CaptionRatio}#{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003219	Give monster the effect of reviving after killed.
SKILL_20150401_003220	Temporarily stop time in specified area. Target does not receive any damage while time is stopped.
SKILL_20150401_003221	Magic Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003222	Decrease target's movement speed.
SKILL_20150401_003223	Movement speed - #{CaptionRatio}#%{nl}Magic circle duration #{CaptionRatio2}# Sekunden{nl}{#339999}{ol}[Slow]{/}{/} duration 5 Sekunden
SKILL_20150401_003224	Increase target's movement speed.
SKILL_20150401_003225	Movement Speed: +#{CaptionRatio}#% {nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003226	Turn back all times within the area to time before skill was used.
SKILL_20150401_003227	Backmasking range 100{nl}Cannot use backmasking in the area for 10 Sekunden
SKILL_20150401_003228	{#993399}{ol}[Magic]{/}{/}{nl}Collect corpse parts when monsters are killed using this attack.
SKILL_20150401_003229	Attack #{SkillAtkAdd}#{nl}Collect corpse piece of each monster type
SKILL_20150401_003230	Refer to monster registered in Necronomicon and summon Shawgus
SKILL_20150401_003231	Boss card registered in Necronomicon
SKILL_20150401_003232	{#993399}{ol}[Magic]{/}{/}{nl}Throw corpse parts to specific area.
SKILL_20150401_003233	{#993399}{ol}[Magic]{/}{/}{nl}Make parts of corpse surround you and damage nearnach enemies.
SKILL_20150401_003234	Make wall of corpse and block enemies
SKILL_20150401_003235	#{CaptionRatio}# Dirty Walls{nl}Duration 15 Sekunden
SKILL_20150401_003236	Collect the corpse pieces left where the monster died.
SKILL_20150401_003237	Target range 100
SKILL_20150401_003238	{#993399}{ol}[Magic]{/}{/}{nl}Detonate the item on ground and damage nearnach enemies,
SKILL_20150401_003239	Dig the ground and get items for Alchimie
SKILL_20150401_003240	Get different ore every time
SKILL_20150401_003241	Open shop to enhance gem. Penalty stats of gems decrease.
SKILL_20150401_003242	Decreases the Edelstein's penalty depending on the skill level
SKILL_20150401_003243	Synthesize weapons to change stats. Potential is consumed.
SKILL_20150401_003244	Each Min, Max Attack {nl}-#{CaptionRatio}#%~#{CaptionRatio}#% change
SKILL_20150401_003245	Duct item to make useful potion for combat.
SKILL_20150401_003246	Create a potion through a recipe
SKILL_20150401_003247	Synthesize items to create new item.
SKILL_20150401_003248	Possible Combination: #{CaptionRatio}#X#{CaptionRatio}#
SKILL_20150401_003249	Decrease weapon potential to open item dungeon. Weapon's potential abilities show up when dungeon is cleared.
SKILL_20150401_003250	Each weapon has different dungeons{nl}and potential effects
SKILL_20150401_003251	Attack #{SkillAtkAdd}#{nl}/Abprallender Pfeilangriff #{CaptionRatio}#%
SKILL_20150401_003252	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Shoot arrows that push away enemy.
SKILL_20150401_003253	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Fire two arrows simultaneusly.
SKILL_20150401_003254	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Using this attack to kill enemy will cause arrows to flick nearnach the enemy.
SKILL_20150401_003255	Collect stone bullets in field. Cannot be collected in town.
SKILL_20150401_003256	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Destroy pavise to damage target in front.
SKILL_20150401_003257	Attack #{SkillAtkAdd}#{nl}Can destroy Ice Wall, Dirty Wall
SKILL_20150401_003258	Move quickly towards target and shoot arrow.
SKILL_20150401_003259	Hide installation from enemies
SKILL_20150401_003260	Conceal Dauer: #{CaptionRatio}# minutes
SKILL_20150401_003261	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Flame is fumed and damage target in the area.
SKILL_20150401_003262	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Install trap where arrows are fired when touching wire.
SKILL_20150401_003263	Attack #{SkillAtkAdd}#{nl}No. of Pfeils #{CaptionRatio}#{nl}Install range #{CaptionRatio2}#
SKILL_20150401_003264	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Install bomb surrounding target. Bomb explosed when touching enemy.
SKILL_20150401_003265	Attack #{SkillAtkAdd}#{nl}Install #{CaptionRatio}#
SKILL_20150401_003266	Ausweichen - #{CaptionRatio}# {nl}Pointing AI duration 10 minutes
SKILL_20150401_003267	Detect hidden monster{nl}Hounding AI duration 10 minutes
SKILL_20150401_003268	Begleiter guards against monsters approaching.
SKILL_20150401_003269	{#339999}{ol}[Fear]{/}{/} Dauer: #{CaptionRatio}# Sekunden{nl}Disables AI if the distance is at least{nl}greater than 250 between you and the companion{nl}Growling AI Dauer: 10 minutes
SKILL_20150401_003270	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Shoot arrows that make noise. It also affects target's surroundings.
SKILL_20150401_003271	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Shoot flash arrows on the ground. Flash pops and shoots sparks to enemies nearnach.
SKILL_20150401_003272	Maximum Dauer: 10 Sekunden{nl}Consumes #{CaptionRatio}# SP per Sekunde
SKILL_20150401_003273	Temporarily increases your critical chance when you launch an attack from behind.
SKILL_20150401_003274	Kritchance: +#{CaptionRatio}#%{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003275	Reduces the target's evasion in front of you.
SKILL_20150401_003276	Ausweichen: -#{CaptionRatio}#%{nl}Ziele: #{CaptionRatio2}#{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003277	Hide under the ground
SKILL_20150401_003278	Can only use basic attacks in the Burrow state
SKILL_20150401_003279	Steals the enemy's trap and magic circle. You may use it later when you need it.
SKILL_20150401_003280	Acquire #{CaptionRatio}# enemy's magic circle
SKILL_20150401_003281	Erhöht deine Ausweichchance.
SKILL_20150401_003282	Ausweichen: +#{CaptionRatio}#%{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003283	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}If the target dies from this attack, it explodes. Party members gain STR for a period of time.
SKILL_20150401_003284	Angriff: #{SkillAtkAdd}#{nl}STR: +#{CaptionRatio}#{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003285	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Throw tear gas at a targeted area. Ziele who are affected nach this are blinded.
SKILL_20150401_003286	Angriff: #{SkillAtkAdd}#{nl}Lachrymator Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003287	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Continuously attack using your dagger. Increases your critical chance and varies the amount of strikes each time.
SKILL_20150401_003288	Angriff: #{SkillAtkAdd}#{nl}Strikes 1~4 times{nl}Kritchance: #{CaptionRatio}#%
SKILL_20150401_003289	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Launches an arrow that inflicts Bleeding on targets.
SKILL_20150401_003290	Angriff: #{SkillAtkAdd}#{nl}Bleeding Schaden: #{CaptionRatio}#{nl}Bleeding Dauer: #{CaptionTime}# Sekunden{nl}Consumes 1 Broadhead Pfeil
SKILL_20150401_003291	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Launches an arrow that reduces the target's defense and removes its shield.
SKILL_20150401_003292	Angriff: #{SkillAtkAdd}#{nl}Physische Verteidigung: -30%{nl}Consumes 1 Bodkin Point Pfeil
SKILL_20150401_003293	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Launches a barbed arrow. The number of strikes depends on the enemy's defense type.
SKILL_20150401_003294	Angriff: #{SkillAtkAdd}#{nl}Cloth armor-type Ziele: 3 hits{nl}Leder armor-type Ziele: 2 hits{nl}Plate armor-Type targets: 1 hit{nl}Ghost armor-type targets: Nullifies{nl}Consumes 1 Barbed Pfeil
SKILL_20150401_003295	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Launches an arrow that explodes a monster in the form of a cross when killed.
SKILL_20150401_003296	Angriff: #{SkillAtkAdd}#{nl}Explosion Angriff: #{CaptionRatio}#%{nl}Consumes 1 Hail Mary Pfeil
SKILL_20150401_003297	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Fires multiple bullets toward the target.
SKILL_20150401_003298	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Shoot forward while moving backwards.
SKILL_20150401_003299	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Quickly move towards target while firing at the same time.
SKILL_20150401_003300	Angriff: #{SkillAtkAdd}#{nl}Able to use while riding
SKILL_20150401_003301	Retreat Shot
SKILL_20150401_003302	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Shoot repeatedly in the opposite direction you are moving.
SKILL_20150401_003303	Erases the threat of monsters making them stop any attacks on you.
SKILL_20150401_003304	Creates a magic circle of the Guardian Saint. The target takes damage of the magic circle instead of the caster. 
SKILL_20150401_003305	Guardian Saint Dauer: #{CaptionTime}# Sekunden{nl}Magic Circle Dauer: #{CaptionRatio}# Sekunden
SKILL_20150401_003306	Angriff: #{SkillAtkAdd}#{nl}Defense: +#{CaptionRatio}# {nl}Ziele: 10{nl}Duration #{CaptionRatio2}# Sekunden{nl}Consumes 1 Holy water
SKILL_20150401_003307	Additional Schaden: +#{CaptionRatio}#{nl}Angriff: #{CaptionRatio2}# times{nl}Dauer: 30 Sekunden{nl}Consumes 1 Holy Powder
SKILL_20150401_003308	Holy Property Angriff: +#{CaptionRatio}#{nl}Additional Schaden: +#{CaptionRatio2}#{nl}Dauer: #{CaptionTime}# Sekunden{nl}Consumes 1 Gyslotis
SKILL_20150401_003309	Prevents one from becoming Incapable of Combat once.
SKILL_20150401_003310	HP Recovery: #{CaptionRatio}#%{nl}Invincibility: #{CaptionRatio2}# Sekunden{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003311	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Creates a magic circle imbued with holy power. Enemies stepping on the magic circle take damage and continuous damage afterwards.
SKILL_20150401_003312	Angriff: #{SkillAtkAdd}#{nl}Holy Schaden #{CaptionRatio}#{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003313	Number of Warps: #{CaptionRatio}#{nl}Goddess Statue Dauer: 30 Sekunden{nl}Consumes 3 Oak Wood
SKILL_20150401_003314	SP - #{CaptionRatio}# {nl}Goddess Statue Duration 30 Sekunden{nl}Consumes 5 Pine Wood
SKILL_20150401_003315	Splash: +#{CaptionRatio}#{nl}Goddess Statue Dauer: 30 Sekunden{nl}Consumes 5 Cedar wood
SKILL_20150401_003316	Angriff: #{SkillAtkAdd}#{nl}Block: #{CaptionRatio}# times{nl}Dauer: #{CaptionTime}# Sekunden{nl}Consumes 2 Oak Wood
SKILL_20150401_003317	Statue Dauer: #{CaptionRatio}# Sekunden{nl}Consumes #{CaptionRatio2}# Ash Wood
SKILL_20150401_003318	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Push away enemiesand cause damage to nearnach enemies.
SKILL_20150401_003319	Attack #{SkillAtkAdd}#{nl}Long range projectile, can't defend magic
SKILL_20150401_003320	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Punch target twice.
SKILL_20150401_003321	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use palm to push away enemy.
SKILL_20150401_003322	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use hand knife to smack down enemy.
SKILL_20150401_003323	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Shortly stretch hands to push away target and exhause target's SP. Target temporarily received continuous damage.
SKILL_20150401_003324	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Gather force and shoot forward. Target hit is pushed back and receives damage.
SKILL_20150401_003325	Schlag damage 30%~50%{nl}Consume #{CaptionRatio}# SP per 0.5 Sekunden
SKILL_20150401_003326	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Throw coin to attack enemy. Max SP of target decrease temporarily.
SKILL_20150401_003327	Attack #{SkillAtkAdd}#{nl}Duration #{CaptionRatio}# Sekunden{nl}Use #{CaptionRatio2}# silver
SKILL_20150401_003328	Temporarily defense against damage.
SKILL_20150401_003329	Long range projectile, can defend magic
SKILL_20150401_003330	Make a despeller that can block harmful magic and effects.
SKILL_20150401_003331	Activate to defend automatically{nl}Use 1 despeller after defense
SKILL_20150401_003332	Make part of your skills into scrolls.
SKILL_20150401_003333	Scrolls disappear after use.
SKILL_20150401_003334	Open shop for giving usefull effects of your skill to other players.
SKILL_20150401_003335	Can register skill that use item
SKILL_20150401_003336	Heals target and party members.
SKILL_20150401_003337	Heal Party members{nl}Heal #{CaptionRatio}# players in front
SKILL_20150401_003338	Open shop to buy-in items from other players.
SKILL_20150401_003339	Remove target's harmful effects
SKILL_20150401_003340	Dauer: +#{CaptionRatio}# Sekunden
SKILL_20150401_003341	Control the monster in front.
SKILL_20150401_003342	Dauer: #{CaptionRatio}# Sekunden
SKILL_20150401_003343	{#993399}{ol}[Magic]{/}{/}{nl}Attack plants in specific area.
SKILL_20150401_003344	Angriff: #{SkillAtkAdd}#{nl}Dauer: #{CaptionRatio}# Sekunden
SKILL_20150401_003345	Transform into monster in front.
SKILL_20150401_003346	Can use monster's skill
SKILL_20150401_003347	Transform into the monster last shap shifted
SKILL_20150401_003348	Plants in target area protects allies.
SKILL_20150401_003349	Plant grows in target area. Monsters within the targeted area temporarily become Plant-type monsters.
SKILL_20150401_003350	Pile of Plants: #{CaptionRatio}#{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003351	Summon the monster somewhere in the map to right in front.
SKILL_20150401_003352	Summons #{CaptionRatio}# monsters
SKILL_20150401_003353	Increase max. SP and STA of party members
SKILL_20150401_003354	Maximum SP, STA: +#{CaptionRatio}#%{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150401_003355	Change the monster in fron to another monster.
SKILL_20150401_003356	Target Level: -#{CaptionRatio}# ~ +#{CaptionRatio}#
SKILL_20150401_003357	Preview item that the monster will drop
SKILL_20150401_003358	Applied instantly{nl}after using Resetting{nl}Maximum Level: 1
SKILL_20150401_003359	Nulify all magic effects around.
SKILL_20150401_003360	Remove spell magic circle{nl}Target #{CaptionRatio}#
SKILL_20150401_003361	Show enemy's attack range for a while.
SKILL_20150401_003362	Change item that the monster will drop.
SKILL_20150401_003363	Chagen drop item
SKILL_20150401_003364	Sentence death to target. Target dies after certain time.
SKILL_20150401_003365	Sentence Dauer: #{CaptionRatio}# Sekunden
SKILL_20150401_003366	Caught a monster.
SKILL_20150401_003367	Increased combat abilities of the Pirates. It becomes stronger when Fever Combo is activated.
SKILL_20150401_003368	Increased INT.
SKILL_20150401_003369	Attack is applied continuously
SKILL_20150401_003370	Can use moving shot while running
SKILL_20150401_003371	Pillaging
SKILL_20150401_003372	HP increases.
SKILL_20150401_003373	SP increases.
SKILL_20150401_003374	HP recovery time decreases.
SKILL_20150401_003375	SP recovery time decreases.
SKILL_20150401_003376	Revive: Two
SKILL_20150401_003377	When enemies are killed with [Revive], two monsters appear at rate of 1% pro{nl}Fähigkeits-Level.
SKILL_20150401_003378	Pommel Beat: Verbessern
SKILL_20150401_003379	Schaden of [Pommel Beat] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003380	Pommel Beat: Verbessern 2
SKILL_20150401_003381	Enhanced the damage of [Pommel Beat] to Schwertsman's 3. Rang standards.
SKILL_20150401_003382	Double Slash: Verbessern
SKILL_20150401_003383	Schaden of [Double Slash] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003384	Butterfly: Verbessern
SKILL_20150401_003385	Schaden of [Butterfly] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003386	Skull Swing: Verbessern
SKILL_20150401_003387	Schaden of [Skull Swing] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003388	Skull Swing: Verbessern 2
SKILL_20150401_003389	Enhanced the damage of [Skull Swing] to Highlander's 3. Rang standards.
SKILL_20150401_003390	Speer Throw: Verbessern
SKILL_20150401_003391	Schaden of [Speer Throw] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003392	Stomping Kick: Verbessern 2
SKILL_20150401_003393	Enhanced the damage of [Stomping Kick] to Barbarian's 3. Rang standards.
SKILL_20150401_003394	Keel Hauling: Verbessern
SKILL_20150401_003395	Schaden of [Keel Hauling] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003396	Cyclone: Verbessern
SKILL_20150401_003397	Schaden of [Cyclone] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003398	Mordschlag: Verbessern
